id,admin_user_id,name,address,locality,region,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_numbers,fax_keywords_en,fax_keywords_fr,ramq_code,ramq_billing_categories,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
ChIJZxSzSDpOyUwR9FevV1Tlzxg,,LUCIE SAUVE O.D.,"44 AV GRANDE-ILE, SALABERRY-DE-VALLEYFIELD, QC, J6S 3L8",Salaberry-de-Valleyfield,Monteregie,CA,QC,J6S 3L8,+14503739011,,[],[],52896,,hospital,,45.2629373,-74.1321547,1745790598,hospital,0
ChIJZxWIxxFT30wR3OYQ6a73BHU,,HOPITAL DE VAL-D'OR,"725 6E RUE, VAL-D'OR, QC, J9P 3Y1",Val-d'Or,Abitibi Temiscamingue,CA,QC,J9P 3Y1,+18198255858,"18198257919,18198257812,18198257921,18198251192,18198257873","[{""fax_number"": ""18198257812"", ""keyword_en"": ""reception""}, {""fax_number"": ""18198257921"", ""keyword_en"": ""medical archives""}, {""fax_number"": ""18198257919"", ""keyword_en"": ""unknown / not specified""}, {""fax_number"": ""18198257873"", ""keyword_en"": ""enquiries""}, {""fax_number"": ""18198251192"", ""keyword_en"": ""family medicine unit""}]","[{""fax_number"": ""18198257812"", ""keyword_fr"": ""accueil""}, {""fax_number"": ""18198257921"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}, {""fax_number"": ""18198257919"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""18198257873"", ""keyword_fr"": ""administration""}, {""fax_number"": ""18198251192"", ""keyword_fr"": ""r\u00e9f\u00e9rences""}]",0154X;41540;95222,"0,1,2,3,4,6,7,8",hospital,http://www.cisss-at.gouv.qc.ca/,48.0966532,-77.7964539,1745790598,hospital,0
ChIJZxc-TvApyUwRfGT2tP2q7nE,,ACTION SPORT PHYSIO BLAINVILLE,"101-1415 BOUL MICHELE-BOHEC, BLAINVILLE, QC, J7C 0M4",Blainville,Laurentides,CA,QC,J7C 0M4,+14509703101,,[],[],55882,,hospital,https://actionsportphysio.com/fr/clinique-physiotherapie-blainville,45.6803711,-73.9122522,1745790598,hospital,0
ChIJZxf0-wozIU0R2Oiqe-hczZw,,CLINIQUE MEDICALE KEKEKO,"166 RUE IBERVILLE E, ROUYN-NORANDA, QC, J9X 3B4",Rouyn-Noranda,Abitibi Temiscamingue,CA,QC,J9X 4H9,+18197624004,,[],[],54245;54390,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745790598,hospital,0
ChIJZy-_w86qyUwRDPqfdjEClsk,,CENTRE D'HEBERGEMENT MARGUERITE-ADAM,"425 RUE HUBERT, BELOEIL, QC, J3G 2T1",Beloeil,Monteregie,CA,QC,J3G 2T1,+14504671631,14504674210,"[{""fax_number"": ""14504674210"", ""keyword_en"": ""general inquiries / administrative fax""}]","[{""fax_number"": ""14504674210"", ""keyword_fr"": ""renseignements généraux télécopieur administratif""}]",10065,,clinic,http://www.santemonteregie.qc.ca/richelieu-yamaska/index.fr.html,45.571459,-73.20723339999999,1745790598,clinic,0
ChIJZyqsk4QEzkwRxce4a15MBq8,,ST-JOSEPH IRM INC.,"444 BOUL DE L'HOPITAL, GATINEAU, QC, J8T 7X6",Gatineau,Outaouais,CA,QC,J8T 7X6,+18197771674,"18197777718,18662229772,18194200134","[{""fax_number"": ""18197777718"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""18194200134"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""18662229772"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""18197777718"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""18194200134"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""18662229772"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",31147;56304,,hospital,https://ottawagatineauimaging.com/,45.4912308,-75.68772059999999,1745808471,hospital,0
ChIJZzMABvgXyUwR8dAKwsfdIaw,,ACTION SPORT PHYSIO,"110-3300 BOUL COTE-VERTU O, SAINT-LAURENT, QC, H4R 2B7",Montreal,Montreal,CA,QC,H4R 2B7,+15146004225,"15147456083,15146004238","[{""fax_number"": ""15146004238"", ""keyword_en"": ""administration""}, {""fax_number"": ""15147456083"", ""keyword_en"": ""not clear""}]","[{""fax_number"": ""15146004238"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15147456083"", ""keyword_fr"": ""renseignements généraux""}]",55909,,hospital,http://www.actionsportphysio.com/fr/cliniques/saint-laurent/,45.4964957,-73.7041529,1745808471,hospital,0
ChIJ_-EkgEkZyUwR3LSfSQecwu4,,HDENTAIRE,"110-6520 RUE BEAUBIEN E, MONTREAL, QC, H1M 1A9",Montréal,Montreal,CA,QC,H1M 1A9,+14389336411,,[],[],51009,,hospital,http://www.hdentairebravo.com/,45.5878123,-73.5603962,1745808471,hospital,0
ChIJ_-_En0QfyUwRaMHyeVNqdEM,,SERGE LARIN OPTOMETRISTE,"5-5872 BOUL LEGER, MONTREAL-NORD, QC, H1G 5X5",Montreal,Montreal,CA,QC,H1G 6J7,+15146127874,15143276561,"[{""fax_number"": ""15143276561"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143276561"", ""keyword_fr"": ""dossiers médicaux""}]",52206,,hospital,http://www.vuenet.net/,45.6238482,-73.6231208,1745808471,hospital,0
ChIJ_-bM-_Esz0wRpKaxRTT8q7o,,CLINIQUE MEDICALE DES LAURENTIDES,"1950 BOUL LABELLE, ST-JEROME, QC, J7Y 1S1",Saint-Jérôme,Laurentides,CA,QC,J7Y 1S8,+14505656493,"14505651099,14504397849","[{""fax_number"": ""14505651099"", ""keyword_en"": ""general""}, {""fax_number"": ""14504397849"", ""keyword_en"": ""Clinic of the Laurentians""}]","[{""fax_number"": ""14505651099"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14504397849"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}]",54212;55614,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=151218,45.79843030000001,-74.0108142,1745790598,hospital,0
ChIJ_-wdwMaXuEwRkQaIpTILkHo,,CLINIQUE MEDICALE PIERRE-BERTRAND,"101-1101 BOUL WILFRID-HAMEL, QUEBEC, QC, G1M 0E8",Québec,Capitale Nationale,CA,QC,G1M 0E8,+14186832724,"14186966306,14186838861","[{""fax_number"": ""14186838861"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14186966306"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14186838861"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14186966306"", ""keyword_fr"": ""renseignements généraux""}]",54050,,hospital,https://cliniquemedicalepierrebertrand.com/,46.80913919999999,-71.2610873,1745790598,hospital,0
ChIJ_1qGO_eKz0wRA3KAxv8Nv4k,,LUNETTERIE VERSANT NORD,"178 RUE L'ANNONCIATION NORD, RIVIERE-ROUGE, QC, J0T 1T0",Rivière-Rouge,Laurentides,CA,QC,J0T 1T0,+18192750550,,[],[],53612,,hospital,http://www.lunetterieversantnord.com/,46.4112325,-74.8701184,1745790598,hospital,0
ChIJ_3JVl_D9uEwRwqeKJkrhXRs,,CHSLD DE SAINTE-CLAIRE,"80 BOUL BEGIN, SAINTE-CLAIRE, QC, G0R 2V0",Sainte-Claire,Chaudiere Appalaches,CA,QC,G0R 2V0,+14188833357,14188834204,"[{""fax_number"": ""14188834204"", ""keyword_en"": ""general inquiries / general administration""}, {""fax_number"": ""14188834204"", ""keyword_en"": ""general inquiries / general administration""}]","[{""fax_number"": ""14188834204"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14188834204"", ""keyword_fr"": ""renseignements généraux""}]",11625,,hospital,http://www.cisssca.com/,46.6000137,-70.871376,1745790598,hospital,0
ChIJ_3V0OkYeyUwRLFTSs-I0sK4,,DESROCHERS ET DE MONTIGNY,"104-7811 BOUL LOUIS-H.-LAFONTAINE, ANJOU, QC, H1K 4E4",Montréal,Montreal,CA,QC,H1K 4E4,+15144933333,15143519292,"[{""fax_number"": ""15143519292"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143519292"", ""keyword_fr"": ""renseignements généraux""}]",52213,,hospital,https://anjoucentredentaire.com/,45.6036796,-73.5616149,1745808471,hospital,0
ChIJ_40i7vf2yEwR7PHfTFQiolY,,ACCUEIL DU RIVAGE,"1008 DU RIVAGE CP 60, SAINT-ANTOINE-SUR-RICHELIEU, QC, J0L 1R0",Saint-Antoine-sur-Richelieu,Monteregie,CA,QC,J0L 1R0,+14507873436,14507871156,"[{""fax_number"": ""14507871156"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14507871156"", ""keyword_fr"": ""administration""}]",28115,,hospital,http://accueildurivage.com/,45.77807380000001,-73.1733175,1745790598,hospital,0
ChIJ_41L2ouWuEwR3XSPW1IhK4k,,CENTRE D'EXPERTISE EN DEPISTAGE,"1050 CH SAINTE-FOY 2E ETAGE, QUEBEC, QC, G1S 4L8",Québec,Capitale Nationale,CA,QC,G1S 4L8,+14185254444,"16137169511,14186827755,14186823807,18673901419,14186827772,14186827596","[{""fax_number"": ""14186827755"", ""keyword_en"": ""administration""}, {""fax_number"": ""14186823807"", ""keyword_en"": ""acquisition and buying""}, {""fax_number"": ""16137169511"", ""keyword_en"": ""foundation""}, {""fax_number"": ""18673901419"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14186827772"", ""keyword_en"": ""investigations radiological""}, {""fax_number"": ""14186827596"", ""keyword_en"": ""coordinaci\u00f3n de detecci\u00f3n de c\u00e1ncer de mama""}]","[{""fax_number"": ""14186827755"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14186823807"", ""keyword_fr"": ""administration""}, {""fax_number"": ""16137169511"", ""keyword_fr"": ""administration""}, {""fax_number"": ""18673901419"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14186827772"", ""keyword_fr"": ""r\u00e9f\u00e9rences""}, {""fax_number"": ""14186827596"", ""keyword_fr"": ""r\u00e9f\u00e9rences""}]",0212X;42120;42126;94569,,hospital,https://www.chudequebec.ca/centre-hospitaliers/hopital-du-saint-sacrement.aspx,46.7993744,-71.246072,1745790598,hospital,0
ChIJ_4dl11MayUwRHAou3bMWjwE,,L'HOPITAL CHINOIS DE MONTREAL (1963),"189 AV VIGER E, MONTREAL, QC, H2X 3Y9",Montréal,Montreal,CA,QC,H2X 3A5,+15148710961,"15148710966,15142732446","[{""fax_number"": ""15148710966"", ""keyword_en"": ""general communications / general inquiries""}, {""fax_number"": ""15142732446"", ""keyword_en"": ""purpose unspecified""}]","[{""fax_number"": ""15148710966"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15142732446"", ""keyword_fr"": ""renseignements généraux""}]",0408X,"1,4,5,7",hospital,http://www.montrealchinesehospital.ca/,45.50948999999999,-73.5578874,1745808471,hospital,0
ChIJ_58J_C8-zkwReiG30aKKlew,,CLINIQUE D'OPTOMETRIE BRUNO CHARBONNEAU,"107 JOSEPH, GATINEAU, QC, J8L 1E8",Gatineau,Outaouais,CA,QC,J8L 1E8,+18192810311,14188477823,"[{""fax_number"": ""14188477823"", ""keyword_en"": ""purpose unclear""}]","[{""fax_number"": ""14188477823"", ""keyword_fr"": ""renseignements généraux""}]",52717,,hospital,https://www.optoplus.com/clinique-optometrique/92/optoplus-clinique-visuelle-de-buckingham/?utm_source=google&utm_medium=local,45.58831250000001,-75.41605880000002,1745808471,hospital,0
ChIJ_5U2TEEayUwRnLanZIeIFL8,,JO-ANN BONNEAU OPTOMETRISTE,"11-1420 LEGENDRE E, MONTREAL, QC, H2M 1H5",Montréal,Montreal,CA,QC,H3A 3J5,+15149829339,,[],[],52277,,hospital,https://local.lenscrafters.ca/qc/montreal/1500-mcgill-college.html?cid=yext_0908&y_source=1_MTIyMDI2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,45.50277,-73.57287,1745808471,hospital,0
ChIJ_61Z244byUwRVV95spSiMHk,,CLINIQUE MEDICALE 3600,"3600 RUE ONTARIO E, MONTREAL, QC, H1W 1R7",Montréal,Montreal,CA,QC,H1W 1R7,+15145262556,15145269212,"[{""fax_number"": ""15145269212"", ""keyword_en"": ""general fax""}]","[{""fax_number"": ""15145269212"", ""keyword_fr"": ""dossiers médicaux""}]",55648,,hospital,https://ciusss-estmtl.gouv.qc.ca/etablissement/clinique-medicale-3600,45.5451187,-73.54456569999999,1745808471,hospital,0
ChIJ_6nebZHeyEwRjAPTbsxumDA,,JOHANNE GREEN OPTOMETRISTE,"4455 BOUL DE HAUTEVILLE, TERREBONNE, QC, J6X 2Y6",Terrebonne,Lanaudiere,CA,QC,J6X 4H2,+14504923070,,[],[],52682,,hospital,https://visique.com/pages/grimard-terrebonne,45.72334539999999,-73.66363969999999,1745790598,hospital,0
ChIJ_7odYYBz6kwRByp105Y-PQU,,CLINIQUE MEDICALE DE DELISLE,"94 RUE JOSEPH-W.-FLEURY, ALMA, QC, G8E 2K2",Alma,Saguenay Lac Saint Jean,CA,QC,G8E 2K1,+14183474696,14183474697,"[{""fax_number"": ""14183474697"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14183474697"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14183474697"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14183474697"", ""keyword_fr"": ""renseignements généraux""}]",55207,,hospital,https://cliniquemedicaledelisle.ca/,48.6335253,-71.7002677,1745808471,hospital,0
ChIJ_83zAxwZyUwR14NYIcNAxrs,,CLINIQUE MD-SANTE,"8127 RUE SAINT-LAURENT, MONTREAL, QC, H2P 2M1",Montréal,Montreal,CA,QC,H2P 2M1,+15146874372,"14504555127,15144163485,15143811741,14186501374,15148000775,15144839910","[{""fax_number"": ""14504555127"", ""keyword_en"": ""administration""}, {""fax_number"": ""15144163485"", ""keyword_en"": ""referrals""}, {""fax_number"": ""15143811741"", ""keyword_en"": ""administration""}, {""fax_number"": ""14186501374"", ""keyword_en"": ""administration""}, {""fax_number"": ""15148000775"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15144839910"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15148000775"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14504555127"", ""keyword_en"": ""administration""}, {""fax_number"": ""15144839910"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15144163485"", ""keyword_en"": ""referrals""}, {""fax_number"": ""14186501374"", ""keyword_en"": ""administration""}, {""fax_number"": ""15143811741"", ""keyword_en"": ""administration""}]","[{""fax_number"": ""14504555127"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15144163485"", ""keyword_fr"": ""références""}, {""fax_number"": ""15143811741"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14186501374"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15148000775"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15144839910"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15148000775"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14504555127"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15144839910"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15144163485"", ""keyword_fr"": ""références""}, {""fax_number"": ""14186501374"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15143811741"", ""keyword_fr"": ""administration""}]",55338,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=189466,45.53920699999999,-73.63178429999999,1745808471,hospital,0
ChIJ_8CYUSN1z0wR9Hit3kZArrQ,,CLINIQUE DU GRAND-TREMBLANT,"201-585 RUE LABELLE, MONT-TREMBLANT, QC, J8E 3H2",Mont-Tremblant,Laurentides,CA,QC,J8E 3H2,+18197171551,,[],[],55509,,hospital,http://www.cliniquegrandtremblant.com/,46.12213390000001,-74.592371,1745790598,hospital,0
ChIJ_8MeXFgwyUwREjTitedJy-g,,VISION MARIETTE DORVAL,"159A 25E AVENUE, SAINT-EUSTACHE, QC, J7P 2V1",Saint-Eustache,Laurentides,CA,QC,J7P 2V1,+14504914111,14186246881,"[{""fax_number"": ""14186246881"", ""keyword_en"": ""renseignements g\u00e9n\u00e9raux""}]","[{""fax_number"": ""14186246881"", ""keyword_fr"": ""renseignements généraux""}]",52693,,hospital,https://www.pharmaprix.ca/fr/store-locator/store/48/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,45.57508399999999,-73.872564,1745790598,hospital,0
ChIJ_8MoyUG9uEwRgcmH55MBKhM,,CENTRE MEDICAL CHERBOURG,"8150 BOUL HENRI-BOURASSA, QUEBEC, QC, G1G 4C9",Québec,Capitale Nationale,CA,QC,G1G 4C9,+14186224392,14186229066,"[{""fax_number"": ""14186229066"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14186229066"", ""keyword_fr"": ""renseignements généraux""}]",55120,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=237950,46.8636991,-71.26885949999999,1745790598,hospital,0
ChIJ_8iL-moayUwRa_GGLluFCW0,,CLIN. DE MED. INDUSTRIELLE ET PREVENTIVE DU QUEBEC,"1655 RUE SAINTE-CATHERINE O, MONTREAL, QC, H3H 1L9",Montréal,Montreal,CA,QC,H3H 1L9,+15149310801,"15149310437,14506719284,15143879881","[{""fax_number"": ""15149310437"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14506719284"", ""keyword_en"": ""general""}, {""fax_number"": ""15143879881"", ""keyword_en"": ""general""}]","[{""fax_number"": ""15149310437"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14506719284"", ""keyword_fr"": ""g\u00e9n\u00e9ral""}, {""fax_number"": ""15143879881"", ""keyword_fr"": ""g\u00e9n\u00e9ral""}]",31123;31144;55971,,hospital,https://www.cmipq.com/,45.4942421,-73.57900830000001,1745808471,hospital,0
ChIJ_8ivm4sWyUwRsG8k8-7mQJA,,RADIOLOGIE LACHINE,"102-2000 RUE NOTRE-DAME O, LACHINE, QC, H8S 2G4",Montréal,Montreal,CA,QC,H8S 2G4,+15146374404,"15146374405,15143652006,15143658622","[{""fax_number"": ""15146374405"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}, {""fax_number"": ""15146374405"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}, {""fax_number"": ""15143652006"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15143652006"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15143658622"", ""keyword_en"": ""referrals""}]","[{""fax_number"": ""15146374405"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15146374405"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15143652006"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15143652006"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15143658622"", ""keyword_fr"": ""références""}]",31023,,hospital,http://www.groupeunimage.com/,45.435202,-73.682588,1745808471,hospital,0
ChIJ_9gWA1kjyUwRc61PjktHAwA,,CENTRE D'HEBERGEMENT SAINTE-DOROTHEE,"350 BOUL SAMSOM, LAVAL, QC, H7X 1J4",Laval,Laval,CA,QC,H7X 1J4,+14506890933,14506893147,"[{""fax_number"": ""14506893147"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14506893147"", ""keyword_fr"": ""renseignements généraux""}]",12315,,hospital,http://www.cucssslaval.ca/comites-des-residants/comite-des-residants-du-centre-d-hebergement-sainte-dorothee/le-centre-d-hebergement,45.5236927,-73.8046009,1745790598,hospital,0
ChIJ_QV1Xp4FyUwRYqE4EZhm4UM,,GMFU DES MONTEREGIENNES,"20-N BOUL DE MORTAGNE, BOUCHERVILLE, QC, J4B 5K6",Boucherville,Monteregie,CA,QC,J4B 5K6,+14504685511,,[],[],49221,,hospital,https://www.santemonteregie.qc.ca/installations/gmf-u-des-monteregiennes,45.56853419999999,-73.4478082,1745790598,hospital,0
ChIJ_QY_K0gZyUwRfGHvXfDt4fo,,CENTRE PROFESSIONNEL COLUMBUS,"304-1140 RUE JEAN TALON E, MONTREAL, QC, H2R 1V9",Montréal,Montreal,CA,QC,H2R 1V9,+15144413038,"15142706920,15142764155","[{""fax_number"": ""15142706920"", ""keyword_en"": ""general""}, {""fax_number"": ""15142764155"", ""keyword_en"": ""general""}]","[{""fax_number"": ""15142706920"", ""keyword_fr"": ""g\u00e9n\u00e9ral""}, {""fax_number"": ""15142764155"", ""keyword_fr"": ""g\u00e9n\u00e9ral""}]",55583;55584,,clinic,http://labo-services.ca/,45.5428779,-73.6113793,1745808471,clinic,0
ChIJ_RNsIOwsz0wR1tJ30oDV-DU,,RESIDENCE DU VERGER,"150 AV 103E AVENUE, ST-JEROME, QC, J7Y 4X8",Saint-Jérôme,Laurentides,CA,QC,J7Y 4X8,+14504325737,14504324806,"[{""fax_number"": ""14504324806"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504324806"", ""keyword_fr"": ""renseignements généraux""}]",55340,,hospital,https://residencescogir.com/residences-aines-saint-jerome/residence-du-verger/?utm_source=duverger&utm_medium=mybusiness,45.7972499,-74.0051228,1745790598,hospital,0
ChIJ_RUnql2hyUwRMh5kn3ut-jA,,CENTRE SERV. AMB. ET GMFU ST-JEAN-SUR-RICHELIEU,"1225 RUE DOUGLAS, SAINT-JEAN-SUR-RICHELIEU, QC, J3A 0A7",Saint-Jean-sur-Richelieu,Monteregie,CA,QC,J2W 0J2,+14507413346,14507413439,"[{""fax_number"": ""14507413439"", ""keyword_en"": ""departments g\u00e9n\u00e9raux administratifs et m\u00e9dicaux""}]","[{""fax_number"": ""14507413439"", ""keyword_fr"": ""départements administratifs et médicaux""}]",48361,,hospital,http://www.santemonteregie.qc.ca/haut-richelieu-rouville/services/lieux/detail/centre-services-ambu-umf-st-jean.fr.html#.VugdWtLhBR0,45.3399063,-73.2844051,1745790598,hospital,0
ChIJ_R_WYH4PyUwR5Otu7Z-A7oA,,CENTRE OPTO VISUEL,"100-85 TASCHEREAU, GREENFIELD PARK, QC, J4V 2G9",Brossard,Monteregie,CA,QC,J4W 1M9,+14506715433,"14188723713,15143251363,15145212229,15146979182,14504326414,14506719651","[{""fax_number"": ""14188723713"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15143251363"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15145212229"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15146979182"", ""keyword_en"": ""administration""}, {""fax_number"": ""14504326414"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14506719651"", ""keyword_en"": ""centre optique wal-mart's optical services""}]","[{""fax_number"": ""14188723713"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""15143251363"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""15145212229"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""15146979182"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14504326414"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}, {""fax_number"": ""14506719651"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}]",52621;52769;53142;53321,,hospital,https://www.centrevisueldr.com/,45.4594968,-73.46733929999999,1745790598,hospital,0
ChIJ_Rx0GO8fyUwRvdifom1aSEU,,CHSLD PAUL-LIZOTTE,"6850 BOUL GOUIN E, MONTREAL-NORD, QC, H1G 6L7",Montréal,Montreal,CA,QC,H1G 6L7,+15143842000,15143224324,"[{""fax_number"": ""15143224324"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143224324"", ""keyword_fr"": ""renseignements généraux""}]",16395,,hospital,https://www.ciusssnordmtl.ca/installations/chsld/chsld-paul-lizotte/,45.6273309,-73.6202275,1745808471,hospital,0
ChIJ_Str9EMRtkwRlzhP1noUUWY,,CLSC DE MANSONVILLE,"314 RUE PRINCIPALE CP 399, POTTON, QC, J0E 1X0",Mansonville,Estrie,CA,QC,J0E 1X0,+14502923376,14502924404,"[{""fax_number"": ""14502924404"", ""keyword_en"": ""operations g\u00e9n\u00e9rales""}]","[{""fax_number"": ""14502924404"", ""keyword_fr"": ""dossiers médicaux""}]",95852,,hospital,https://potton.ca/milieu-de-vie/institutions/,45.0524961,-72.3919133,1745790598,hospital,0
ChIJ_T58r9AayUwRavpXFfmfjc4,,CLINIQUE VISUELLE ST-GERMAIN-TROTTIER INC.,"470 AV VICTORIA, SAINT-LAMBERT, QC, J4P 2J4",Saint-Lambert,Monteregie,CA,QC,J4P 2J4,+14506719295,14506719299,"[{""fax_number"": ""14506719299"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14506719299"", ""keyword_fr"": ""renseignements généraux""}]",52618,,hospital,,45.50179809999999,-73.5118395,1745790598,hospital,0
ChIJ_TF6bAszIU0Rhxdnzv3otk0,,CHSLD DE ROUYN-NORANDA,"512 AV RICHARD, ROUYN-NORANDA, QC, J9X 4M1",Rouyn-Noranda,Abitibi Temiscamingue,CA,QC,J9X 4M1,+18197620908,,[],[],11515,,hospital,,48.2286639,-79.01563329999999,1745790598,hospital,0
ChIJ_TvCNU8nwEwRHVt0ewrPGvw,,CENTRE VISUEL SAGUENAY,"10 RUE RACINE, CHICOUTIMI, QC, G7J 1E2",Saguenay,Saguenay Lac Saint Jean,CA,QC,G7J 1E2,+14185436027,14185435766,"[{""fax_number"": ""14185435766"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14185435766"", ""keyword_fr"": ""dossiers médicaux""}]",53685,,hospital,https://www.optoplus.com/clinique-optometrique/971/optoplus-centre-visuel-saguenay/?utm_source=google&utm_medium=local,48.427912,-71.0687971,1745808471,hospital,0
ChIJ_UM9MFkDyUwRXYxLn5Kuiho,,FOVEA OPTOMETRISTE LONGUEUIL,"105-2160 CH DU TREMBLAY E, LONGUEUIL, QC, J4N 1A8",Longueuil,Monteregie,CA,QC,J4M 2S7,+14504681844,,[],[],52891,,hospital,http://www.411sante.com/lunettes/monteregie/longueuil-1/default.htm,45.54773849999999,-73.44602560000001,1745790598,hospital,0
ChIJ_UX1dKUQyUwR42Kpc2UQZtk,,MAISON ELIZABETH,"2131 AV DE MARLOWE, MONTREAL, QC, H4A 3L4",Montréal,Montreal,CA,QC,H4A 3L4,+15144822488,15144829467,"[{""fax_number"": ""15144829467"", ""keyword_en"": ""main office general inquiries""}]","[{""fax_number"": ""15144829467"", ""keyword_fr"": ""bureau principal / renseignements généraux""}]",11063,,pharmacy,http://maisonelizabethhouse.com/home-eng/,45.4752338,-73.6069691,1745808471,clinic,0
